recordid,name,cwid
001Pn000010eJEnIAM,Guardian Environmental Services,20939
001Pn000010eJGPIA2,KFM,21651
001Pn000010eJLIIA2,AE Tech Design,20809
001Pn000010eJOSIA2,General Mills Inc,21747
001Pn000010eJTHIA2,Loc Performance,21448
001Pn000010eJd3IAE,Linden Community Schools,20998
001Pn000010eJebIAE,Kinross WWTP,20605
001Pn000010eJgDIAU,Kalamazoo Youth for Christ,20506
001Pn000010eJl1IAE,Alpena Manco Corporation,21637
001Pn000010eJrVIAU,Little River Band of Ottawa Indians,22034
001Pn000010eJtEIAU,Huron Woods Nursing Center,20408
001Pn000010eJujIAE,Penske Logistics,21634
001Pn000010eK1BIAU,Hearthside Foods,21027
001Pn000010eK2mIAE,Alliance Catholic Credit Union,20941
001Pn000010eK9CIAU,West Michigan Surgery Center,21909
001Pn000010eK9EIAU,Waterford Place,20942
001Pn000010eKCZIA2,St John's Ascension Hospital,21708
001Pn000010eKE3IAM,John's Electric,21050
001Pn000010eKFgIAM,Dreamweaver Lures,21267
001Pn000010eKHHIA2,Pumford Construction,21697
001Pn000010eKItIAM,"OpenVPN, Inc",22048
001Pn000010eKIyIAM,St. David Episcopal Church,20822
001Pn000010eKKXIA2,St. James Church,20723
001Pn000010eKNkIAM,Dunhams HQ,20821
001Pn000010eKR0IAM,Erickson Living Management LLC,21737
001Pn000010eKnXIAU,Aero Filter,21574
001Pn000010eKsOIAU,Marceco ltd,21129
001Pn000010eKsQIAU,Orchard Lake St. Marys,20989
001Pn000010eKxEIAU,Trapperscove Apartments,20496
001Pn000010eL0TIAU,Snowfield,20831
001Pn000010eL0UIAU,Oakridge Public Schools,20818
001Pn000010eL5HIAU,Family Enterprise Inc,21116
001Pn000010eL5JIAU,New 2 You,20912
001Pn000010eLDLIA2,King Milling,21164
001Pn000010eLExIAM,Goyette Mechanical*,21563
001Pn000010eLGZIA2,Springhill Suites,21476
001Pn000010eLGaIAM,Twisthink,21368
001Pn000010eLJqIAM,Clawson Public Schools,21455
001Pn000010eLJrIAM,Smart Technologies ULC,21233
001Pn000010eLLPIA2,Snack Craft,21791
001Pn000010eLQHIA2,The Henry Ford,22091
001Pn000010eLYJIA2,MEMSPA,21653
001Pn000010eLZuIAM,Leidal and Hart Mason Contractors,21581
001Pn000010eLd9IAE,"Nealis Engineering, Inc.",22107
001Pn000010eLdCIAU,Ada Valley Meat Company,20833
001Pn000010eLelIAE,County of Kalamazoo,21527
001Pn000010eLi0IAE,The Other Body Shop,21208
001Pn000010eLjgIAE,The Casnovia Barn,21974
001Pn000010eLoSIAU,Detroit Arsenal,21652
001Pn000010eLrhIAE,Okemos Community Church,20917
001Pn000010eM2zIAE,Cloverland Electric Cooperative,22095
001Pn000010eM32IAE,Morley Stanwood Community Schools,20901
001Pn000010eM7pIAE,Space Shop,21285
001Pn000010eM7qIAE,Concord Office Center,21190
001Pn000010eM7rIAE,Alma Bolt,21112
001Pn000010eMCfIAM,Grandville Calvin Christian Schools,21796
001Pn000010eMFwIAM,McLaren Oakland,21890
001Pn000010eMNyIAM,Western Michigan University,20494
001Pn000010eMUUIA2,Royal Palm Detroit,20891
001Pn000010eMUVIA2,Manco,20749
001Pn000010eMXaIAM,Mahlon Mechanical Services,21315
001Pn000010eMcSIAU,Haveman Electrical Services*,21551
001Pn000010eMffIAE,Forest Park Church,22041
001Pn000010eMqyIAE,Grand Rapids Wilson Pump Station,21078
001Pn000010eMuFIAU,Wesco Integrated Supply,20920
001Pn000010eMvrIAE,"J.R. Heineman & Sons, Inc",21322
001Pn000010eN0eIAE,Multi Air Services Engineers,21063
001Pn000010eN0iIAE,Dee Cramer Htg & Clg,19485
001Pn000010eN5VIAU,Kroger,21804
001Pn000010eNANIA2,BPH Mechanical Services,19392
001Pn000010eNBxIAM,United Postal Services**,21536
001Pn000010eNByIAM,Greenleaf Hospitality Group,20965
001Pn000010eNFDIA2,BCubed,20686
001Pn000010eNGoIAM,Medxcel,21463
001Pn000010eNIMIA2,Unionville-Sebewaing Area School District,20796
001Pn000010eNK7IAM,Alpena CRTC,19471
001Pn000010eNK9IAM,Michigan Career Technical Inst,19741
001Pn000010eNQTIA2,Miller Construction Services Inc.,21756
001Pn000010eNS2IAM,Alpena Sportman Club,22023
001Pn000010eNVHIA2,East China School District,20791
001Pn000010eNYYIA2,Firehouse Subs,20670
001Pn000010eNiAIAU,"EM Services, LLC",21795
001Pn000010eNjpIAE,"Esper Electric, Ltd",21911
001Pn000010eNn0IAE,"Alvarez Cultivations, LLC",21635
001Pn000010eNoeIAE,First United Methodist Church,20421
001Pn000010eNrvIAE,"Viant Medical, Inc",19747
001Pn000010eNtSIAU,Red Brick Tap and Barrel,22129
001Pn000010eO3HIAU,Wyoming Housing Commission,21117
001Pn000010eO4mIAE,Prein & Newhof,21882
001Pn000010eO6OIAU,St. Kateri Tekakwitha,21807
001Pn000010eOCsIAM,Vazquez Commercial Contracting,20676
001Pn000010eOESIA2,CWD Real Estate Investment,19475
001Pn000010eOG5IAM,AC Detroit at the Bonstelle,21984
001Pn000010eOJJIA2,JABIL,19667
001Pn000010eOKtIAM,Microbiologics,21778
001Pn000010eOKuIAM,"Birmingham Plumbing, Heating & Cooling",21744
001Pn000010eOKvIAM,David Larkin,21256
001Pn000010eOO8IAM,Roy Electric Company,22029
001Pn000010eOO9IAM,First United Methodist Church Hillsdale,21643
001Pn000010eOWBIA2,Materne North America,20493
001Pn000010eOfvIAE,Heritage Revel Creek,20837
001Pn000010eOhUIAU,Boyne City,22033
001Pn000010eOmIIAU,New Haven Community School District,21626
001Pn000010eOmJIAU,University Prep Schools,21465
001Pn000010eOslIAE,Comprehensive Engineering,20461
001Pn000010eOuOIAU,St. Ignace Area Schools,21752
001Pn000010eOxdIAE,Keefer House Hotel,20485
001Pn000010eOzEIAU,Escanaba Area Public Schools,22069
001Pn000010eOzFIAU,"Kasco Equities, LLC",21854
001Pn000010eP45IAE,Charles Schwab & Co Inc,22136
001Pn000010eP5fIAE,Indiana Dept of Transportation,21583
001Pn000010ePFOIA2,New Apostolic Church,21777
001Pn000010ePGyIAM,Grand Traverse Mall,20807
001Pn000010ePNRIA2,Kalamazoo Surgery Center,20641
001Pn000010ePP0IAM,Tri-Cities YMCA,22055
001Pn000010ePTsIAM,ALPS Controls Inc,19344
001Pn000010ePYjIAM,VCA Animal Hospital,21598
001Pn000010ePaKIAU,Ebels General Store,20988
001Pn000010ePgqIAE,Weinkauf Plumbing & Heating *,21428
001Pn000010ePgsIAE,"Split Rock Supply Chain Solutions, Inc.",20626
001Pn000010ePiMIAU,Front Street,21287
001Pn000010ePjzIAE,Prospectors Beverage,21928
001Pn000010ePtgIAE,Star of the West,21612
001Pn000010ePthIAE,Lamphear Service Company Inc.**,21538
001Pn000010ePwuIAE,Pennzoil,21760
001Pn000010eQ4yIAE,Oxford Community Schools,20482
001Pn000010eQ6aIAE,Integrated Design Solutions,20784
001Pn000010eQ6bIAE,O'Reilly Auto Parts,20432
001Pn000010eQ8AIAU,Circa 1919,21065
001Pn000010eQBRIA2,"Eckert Wordell, L.L.C.",21898
001Pn000010eQEcIAM,PGA Tour Superstore,21886
001Pn000010eQJUIA2,Mien,21943
001Pn000010eQL7IAM,*Hurst Mechanical Inc.,21416
001Pn000010eQUnIAM,Skiba Vision Center,21359
001Pn000010eQUoIAM,Social Misfits,21082
001Pn000010eQWNIA2,Byron Center Charter School,20879
001Pn000010eQbCIAU,Shoreline Community Development Corp.,21986
001Pn000010eQbDIAU,Blessed Sacrament,20704
001Pn000010eQbEIAU,Signs 365,20475
001Pn000010eQctIAE,Sierra,21967
001Pn000010eQcvIAE,Kleyn Electric Inc.,21619
001Pn000010eQeRIAU,Applebee's,20527
001Pn000010eQkuIAE,Irish Boat Shop,20422
001Pn000010eQoAIAU,Pennsylvania Park,20372
001Pn000010eQwAIAU,York,21571
001Pn000010eQxmIAE,Houghton Lake Schools,21432
001Pn000010eR13IAE,Pluger Mechanical,20993
001Pn000010eR14IAE,Lake Orion Post Office,20849
001Pn000010eR2dIAE,City of Wyoming*,21687
001Pn000010eR2eIAE,Kent District Library Wyoming,21055
001Pn000010eR5uIAE,School District of the City of Pontiac,20787
001Pn000010eR7SIAU,Patty Paper,19815
001Pn000010eR9GIAU,Temple Emanuel,21605
001Pn000010eRAiIAM,Montague Area Public Schools,20678
001Pn000010eRH9IAM,Compass Insurance Agency,21801
001Pn000010eRIlIAM,Arctic Coliseum Inc,22064
001Pn000010eRInIAM,Presque Isle Electric and Gas,20436
001Pn000010eRM1IAM,Concentra,21707
001Pn000010eRNbIAM,ARKA,22079
001Pn000010eRU5IAM,Muskegon Museum of Arts,21457
001Pn000010eRVfIAM,The MAC Building,21662
001Pn000010eRViIAM,Boot Barn,21084
001Pn000010eRXHIA2,American Red Cross,20851
001Pn000010eRcAIAU,DEI Incorporated,21328
001Pn000010eRdiIAE,Grebe-Schneider Partnership,21239
001Pn000010eRfZIAU,RMR Group - Immigration Bldg,21509
001Pn000010eRh3IAE,Alpena Housing Commission,19338
001Pn000010eRkEIAU,Public Rubber,21511
001Pn000010eRloIAE,Fremont Catholic Schools,21763
001Pn000010eRp4IAE,Orchard View Schools,19804
001Pn000010eRvXIAU,Calvin University,20938
001Pn000010eRx4IAE,Allen Park Public Schools,22014
001Pn000010eS0IIAU,JP Incorporated - Indiana dba American Cooler Tech,22126
001Pn000010eS5BIAU,Bosch,20705
001Pn000010eS6oIAE,Motorola Solutions,21473
001Pn000010eS8NIAU,City Club Apartments,21037
001Pn000010eSDEIA2,Milan Laser Hair Removal,21093
001Pn000010eSDGIA2,DeskDirector,20857
001Pn000010eSEoIAM,Hillside Middle School,21154
001Pn000010eSEtIAM,Denny's Heating & Cooling,19488
001Pn000010eSJfIAM,City of Buchanan,21544
001Pn000010eSMuIAM,Cintas,20394
001Pn000010eSQ6IAM,Ford Motor Company,21433
001Pn000010eSUzIAM,Progressive Surface,20650
001Pn000010eSV0IAM,Lane Automotive,20643
001Pn000010eSV3IAM,"City Plumbing, Heating & Air",19449
001Pn000010eSYAIA2,Qdoba,21970
001Pn000010eSgIIAU,MCRC Reserve Training Center & Vehicle Maintenance,21794
001Pn000010eSgKIAU,BJ's Wholesale,21224
001Pn000010eSgLIAU,Devries Meats,21047
001Pn000010eShuIAE,"David J Zolnierek, Inc.",19480
001Pn000010eSjTIAU,Bay Mills Indian Community,20660
001Pn000010eSmiIAE,Oracle,20772
001Pn000010eSoIIAU,Mission Veterinary Partners Suttons Bay,22155
001Pn000010eSrXIAU,Northwest Community Schools,20471
001Pn000010eSt8IAE,Soo Locks Children's Museum,22081
001Pn000010eSy0IAE,City of Detroit - Adams Butzel Rec Center,20940
001Pn000010eSzbIAE,Quality Dairy,22138
001Pn000010eT1CIAU,"MICHVET, LLC",21954
001Pn000010eT4SIAU,Take 5 Oil Change,21314
001Pn000010eT7iIAE,VanBuren Health Department,21939
001Pn000010eTKaIAM,Besser Senior Living,22135
001Pn000010eTKbIAM,Styma Dairy Farm,21555
001Pn000010eTUGIA2,Genesis Surgery Center,21841
001Pn000010eTahIAE,Gold Star Mechanical,21936
001Pn000010eTakIAE,Charlotte Public Schools,21028
001Pn000010eTcJIAU,"North American Lighting, Inc.",19790
001Pn000010eTinIAE,Mason Public Schools,20406
001Pn000010eTpDIAU,Rock N Thai Cafe,21600
001Pn000010eTpEIAU,City of Wayne Public Library,21435
001Pn000010eTytIAE,Lakeland Finishing,21622
001Pn000010eU2AIAU,Muskegon Convention Center,20360
001Pn000010eUACIA2,Smigelski Kielbasa,21576
001Pn000010eUBvIAM,Alpena Community College,19335
001Pn000010eUF1IAM,ASHRE,21302
001Pn000010eUIJIA2,Piper Management Group,19826
001Pn000010eUQJIA2,Jewish Family Services,22125
001Pn000010eUQKIA2,Smart Building Academy,21266
001Pn000010eUQMIA2,Dunham's Sporting Goods,20983
001Pn000010eUTcIAM,Contrast Mechanical,19461
001Pn000010eUVEIA2,Macomb County Department of Roads,20606
001Pn000010eUWlIAM,Bear Pointe Plaza PACE Building,21866
001Pn000010eUWnIAM,The Madison,20739
001Pn000010eUYOIA2,Interlochen Center for the Arts,20771
001Pn000010eUZzIAM,Detroit Academy of Arts & Sciences,21475
001Pn000010eUbdIAE,Croswell-Lexington Community Schools,21210
001Pn000010eUgQIAU,iPROMOTEu,21624
001Pn000010eUmtIAE,Westwoods of Bridgman,20450
001Pn000010eUmuIAE,Byce & Associates,20362
001Pn000010eUoZIAU,Carbon Green BioEnergy,20886
001Pn000010eUrjIAE,Consolidated Controls,21799
001Pn000010eUrkIAE,Thinkscape,21187
001Pn000010eUtUIAU,Crawford AuSable School District,19470
001Pn000010eV30IAE,Sunbelt Rentals,21470
001Pn000010eV6FIAU,Dayton freight,20962
001Pn000010eV6IIAU,Applied Innovation,20356
001Pn000010eVB4IAM,Saugatuck Public Schools,20774
001Pn000010eVChIAM,Nick Elzinga,21955
001Pn000010eVCjIAM,MSA Safety Inc.,21644
001Pn000010eVEIIA2,Howie's Hockey Tape,22040
001Pn000010eVHXIA2,Moovila,21469
001Pn000010eVHYIA2,Southland Farm,21188
001Pn000010eVKkIAM,"Kingscott Associates, Inc.",20392
001Pn000010eVPcIAM,Pine Orchard,21066
001Pn000010eVUTIA2,City of Hastings,20484
001Pn000010eVXgIAM,Can Do Kitchen,21467
001Pn000010eVhLIAU,The Avenue at Westshore Nursing Home,21846
001Pn000010eVkZIAU,"FMC Energy Products, LLC",22026
001Pn000010eVkbIAE,Madison Lofts,21053
001Pn000010eVkcIAE,Tire Wholesalers,21035
001Pn000010eVkeIAE,E&L Construction Group,20745
001Pn000010eVpPIAU,Dennis Schultz,21847
001Pn000010eVr1IAE,Hazel Park Schools,21998
001Pn000010eVsdIAE,Barre3,22074
001Pn000010eVz7IAE,Renwick Market,21518
001Pn000010eVz8IAE,Vestaron,21500
001Pn000010eVz9IAE,St. Joseph Library,20638
001Pn000010eW2IIAU,911 Call Center-City of Detroit,21508
001Pn000010eW2MIAU,BC Mechanical,19370
001Pn000010eW8mIAE,EZ Money Check Cashing,21699
001Pn000010eW8nIAE,Rivian Automotive LLC,21607
001Pn000010eWAOIA2,City of Zeeland,19448
001Pn000010eWDdIAM,Holland Pump Station,21096
001Pn000010eWGpIAM,Touche' Lighting Controls,20743
001Pn000010eWOtIAM,Wayne County Community College,20663
001Pn000010eWaBIAU,EJE Automation,21004
001Pn000010eWdOIAU,Cadillac Lofts LLC,22068
001Pn000010eWdPIAU,Ideal Consolidated,21089
001Pn000010eWiHIAU,Orthodontic Partners,21671
001Pn000010eWrwIAE,Indianapolis Public Schools,20662
001Pn000010eWtZIAU,North Central Schools,20347
001Pn000010eX00IAE,Osborne Klein,22072
001Pn000010eX3CIAU,The Courtyard Shopping Center,22015
001Pn000010eX4qIAE,Alpena Childcare Center,20933
001Pn000010eX9eIAE,Cardiac Care Eagle Run,21333
001Pn000010eXG6IAM,Gasser Bush Associates,21718
001Pn000010eXHjIAM,NPF Advisors,21520
001Pn000010eXKwIAM,Mancelona Public Schools,21398
001Pn000010eXOAIA2,Chippewa County,21406
001Pn000010eXPmIAM,AUCH Construction,21582
001Pn000010eXeOIAU,City of Cedar Springs,19435
001Pn000010eXhXIAU,Marshalls,21977
001Pn000010eXpbIAE,Albert Miller,21682
001Pn000010eXpcIAE,Estimate,21059
001Pn000010eXrEIAU,Die Cad Group. LLC,19499
001Pn000010eXspIAE,Medxcel Facilities Management,21454
001Pn000010eXuVIAU,Marshall County Sheriff's Office,20383
001Pn000010eXzGIAU,FaciliNET,22163
001Pn000010eXzHIAU,Clark Retirement Community,22008
001Pn000010eY7NIAU,Surge,20855
001Pn000010eY7OIAU,Brewery Park Realty LLC,20844
001Pn000010eY7QIAU,Tristate Filter,20545
001Pn000010eY8zIAE,3400  Innovation,22123
001Pn000010eY93IAE,XYZ Test Company,19297
001Pn000010eYDnIAM,RW Mercer Co,20610
001Pn000010eYFQIA2,MESPA,21657
001Pn000010eYKFIA2,Woodside Bible Church,21785
001Pn000010eYLtIAM,VFW Post 2496,20689
001Pn000010eYNVIA2,Memorial Healthcare Center,20594
001Pn000010eYP5IAM,Olympia Development of Michigan LLC,22121
001Pn000010eYPAIA2,Self Serve Lumber,21069
001Pn000010eYdaIAE,Brio Living Services,22146
001Pn000010eYdbIAE,Plastic Omnium,21883
001Pn000010eYgoIAE,ThermalNetics*,21532
001Pn000010eYiRIAU,Downtown Scoops,21855
001Pn000010eYk2IAE,Eaton AeroSpace LLC,22101
001Pn000010eYk5IAE,Wexford County Court House,20516
001Pn000010eYnGIAU,Manistee WWTP,21217
001Pn000010eYotIAE,Mango's Tequila Bar,22084
001Pn000010eYouIAE,Medtronic,22066
001Pn000010eYvLIAU,Air Specialty Inc,21165
001Pn000010eYvMIAU,Cascade Charter Township,20817
001Pn000010eZ0BIAU,District Health Department #2,21779
001Pn000010eZ0GIAU,Palmer Residence,20551
001Pn000010eZD4IAM,IGNYTE,21979
001Pn000010eZD9IAM,D & D's Gluten Free LLC,19478
001Pn000010eZGJIA2,"Advantage Mechanical- Refrigeration, Inc.",19315
001Pn000010eZLAIA2,Flat River Community Library,20563
001Pn000010eZRaIAM,"Automation Components, Inc",20982
001Pn000010eZTCIA2,O'neal Construction,21320
001Pn000010eZY5IAM,Grand Traverse Regional Land Conservancy,21196
001Pn000010eZY9IAM,Orion Twp,20659
001Pn000010eZbPIAU,MetroTech,21046
001Pn000010eZcwIAE,Cloud Cannabis Co.,21219
001Pn000010eZg7IAE,Marwood East Development,21270
001Pn000010eZkwIAE,Eissmann Automotive,21497
001Pn000010eZmlIAE,"Fredrick, Fredrick & Heller En",19565
001Pn000010eZrPIAU,City of Charlevoix,20405
001Pn000010eZt1IAE,PCA,21990
001Pn000010eZt2IAE,Litens,21797
001Pn000010eZwFIAU,Uhaul,21195
001Pn000010eZxsIAE,Grand Ledge Iron Removal,21486
001Pn000010ea4IIAQ,Scholten Fant Attorneys,21720
001Pn000010ea4JIAQ,Detroit Receiving Hospital,21447
001Pn000010ea4KIAQ,Roskam Baking,21182
001Pn000010ea4LIAQ,Cedar Springs Public Schools,20951
001Pn000010ea7WIAQ,St. Augustine Cathedral,21725
001Pn000010eaApIAI,Male's Grocery,21436
001Pn000010eaCMIAY,John Shipman,21550
001Pn000010eaCPIAY,French Associates,20788
001Pn000010eaIpIAI,Kinross Correctional Facility,21621
001Pn000010eaM4IAI,Centerpoint Mall,20358
001Pn000010eaU6IAI,Pinckney Community Schools,21762
001Pn000010eaU9IAI,Grand Blanc Community Schools,20919
001Pn000010eaUBIAY,Lee Industrial Contracting,20744
001Pn000010eaUCIAY,Third Reformed,20714
001Pn000010eaUDIAY,Butch Roznowski,20683
001Pn000010eaXKIAY,Michigan Animal Rescue League,21729
001Pn000010eaYxIAI,Ironworks 39 llc,21916
001Pn000010eah4IAA,RIC Electric,22044
001Pn000010eah5IAA,Lighthouse Autism Center,21311
001Pn000010eaicIAA,"Colvins of West Branch, Inc",21997
001Pn000010eakFIAQ,ASM Global,21864
001Pn000010eap8IAA,Phoenix Properties,20503
001Pn000010eaqhIAA,Macomb Township,21499
001Pn000010eatuIAA,TCG Services LLC,21749
001Pn000010eatxIAA,Michigan School Business Officials,20602
001Pn000010eb23IAA,Kerkstra Precast,20386
001Pn000010eb3aIAA,Marcellus Community Schools,21425
001Pn000010eb6qIAA,Rose Medical,21099
001Pn000010ebA2IAI,Allegan General Hospital,19328
001Pn000010ebEvIAI,Henry Ford Village,20512
001Pn000010ebN0IAI,Circuit Electric Inc.,21484
001Pn000010ebYIIAY,"Hillard Electric, LLC",21880
001Pn000010ebbVIAQ,Adient - AE NA SSC - AP,19312
001Pn000010ebejIAA,Oak Street Health,21481
001Pn000010ebelIAA,Montague Schools,21349
001Pn000010ebhvIAA,Ashley Healthcare Center,21908
001Pn000010ebmmIAA,Fort Street Post Office,20960
001Pn000010eboOIAQ,Henry Ford Health System,21658
001Pn000010eboPIAQ,"Ryan Construction, Inc.",21244
001Pn000010ebznIAA,Medilodge of Greenview,21281
001Pn000010ec2sIAA,Forbush Nordic,21669
001Pn000010ec6CIAQ,Durkin Electric Company Inc,20084
001Pn000010ec7jIAA,Mel Trotter,21869
001Pn000010ec9LIAQ,Sault Tribe of Chippewa Indians,22046
001Pn000010ec9NIAQ,Brooks Capital Management,21585
001Pn000010ecAwIAI,Hubbard Lake Citizens INC,22141
001Pn000010ecCYIAY,Northern Advanced Contracting,22106
001Pn000010ecCbIAI,Chesaning Public Schools,20578
001Pn000010ecEAIAY,Barry County Commission on Aging,22099
001Pn000010ecEIIAY,Branch County,19394
001Pn000010ecHPIAY,Great Lakes Water Authority,21461
001Pn000010ecPSIAY,Kenona Industries,21738
001Pn000010ecUIIAY,Grand Haven Fire/Rescue,21761
001Pn000010ecVuIAI,Rockwell Medical,20449
001Pn000010ecfcIAA,North American Interconnect,20620
001Pn000010eckTIAQ,NAI Group,20526
001Pn000010ecqsIAA,Central Lake Public Schools,22148
001Pn000010ecqtIAA,"Tweet Garot Mechanical, Inc.",20691
001Pn000010ecviIAA,LMCU Ball Park,21441
001Pn000010ecxLIAQ,First Presbyterian Church Alpena,20856
001Pn000010ecyzIAA,Three Rivers Community Schools,20746
001Pn000010ed0cIAA,Michigan Realtors,20429
001Pn000010ed2AIAQ,PNC Financial Services Group,22132
001Pn000010ed3pIAA,Customs Cargo Inspection Facility,21352
001Pn000010edAEIAY,Mackinaw City Public Schools,21960
001Pn000010edAFIAY,All Seasons,21296
001Pn000010edBqIAI,Alpena Power Company,20871
001Pn000010edLWIAY,Cottonwood Church,21893
001Pn000010edLjIAI,Ryan Bergman Construction,19377
001Pn000010eda2IAA,PRAB Inc,20519
001Pn000010eda9IAA,Paulon Construction Mgt. Corp.,19817
001Pn000010edbfIAA,DigiKey Electronics,22089
001Pn000010edbhIAA,IT Right,20873
001Pn000010edeuIAA,Medilodge of Rogers City,21282
001Pn000010edqAIAQ,Rair,20838
001Pn000010edrrIAA,Lorin Industries,21879
001Pn000010edtPIAQ,Test company,22056
001Pn000010edv2IAA,Mobex Global,21193
001Pn000010edv4IAA,Bekins,21014
001Pn000010edwgIAA,Muskegon State Park,20735
001Pn000010edyFIAQ,LoMi Studios,21220
001Pn000010edzsIAA,Royal Oak Schools,19871
001Pn000010ee1TIAQ,Edmore Grow Facility,21248
001Pn000010ee1UIAQ,White Pigeon Public Schools,21147
001Pn000010ee1VIAQ,Calhoun County Building,20816
001Pn000010ee36IAA,Springfield Public Works,20987
001Pn000010ee38IAA,Lansing School District,20460
001Pn000010ee6HIAQ,City of Dowagiac,22149
001Pn000010ee6JIAQ,Oak Park Schools,20997
001Pn000010ee7tIAA,Spring Lake Fire Department,22147
001Pn000010ee7vIAA,Paw Paw Public Schools,21485
001Pn000010eeBGIAY,The Grand Hotel,21306
001Pn000010eeBIIAY,Neogen Corporation,19781
001Pn000010eeELIAY,St. Patrick's School,22144
001Pn000010eeEpIAI,"DaVita, Inc",19483
001Pn000010eeHaIAI,"Tri-Pac, Inc",21113
001Pn000010eeJGIAY,Hunter Construction Co,19651
001Pn000010eeKqIAI,Lofts at West 8th,20380
001Pn000010eeMRIAY,"Historic Ft. Wayne , detroit",22063
001Pn000010eeO2IAI,Elite Air Heating & Cooling LLC,21842
001Pn000010eePdIAI,Bangor Health Center,22134
001Pn000010eeSuIAI,"Chippewa, Luce, Mackinac Comm. Action Agency",22003
001Pn000010eeW5IAI,Vail Rubber Works inc,22127
001Pn000010eeW7IAI,Speramus Partners LLC,21290
001Pn000010eeXmIAI,Westshore Mechanical,20883
001Pn000010eeZLIAY,Great Rooms Furniture,21733
001Pn000010eeazIAA,Thornapple Pointe,20592
001Pn000010eecZIAQ,Mt Pleasant Public Schools,20529
001Pn000010eeccIAA,Redwater Restaurant,19847
001Pn000010eeflIAA,"Radiant Energy Systems, INC",22122
001Pn000010eefsIAA,Tri-County Area Schools,20576
001Pn000010eehOIAQ,Mercy Health Lakeshore Campus,20390
001Pn000010eekcIAA,Central Montcalm Public Schools,20596
001Pn000010eemDIAQ,Harrietta Fish Hatchery,22120
001Pn000010eenqIAA,Kirk in the Hills,21654
001Pn000010eensIAA,St. John Lutheran Church,20444
001Pn000010eepRIAQ,M&M Plumbing Heating Cooling,22119
001Pn000010eesfIAA,ARSD Enterprises LLC,22117
001Pn000010eesgIAA,Residence,20755
001Pn000010eeuHIAQ,Kewadin Casino Hotel,22115
001Pn000010eezEIAQ,TJ Maxx,22025
001Pn000010ef2LIAQ,Rudolph Libbe Group,22108
001Pn000010ef2MIAQ,Best Buy,21958
001Pn000010ef5ZIAQ,Climate Pros,22104
001Pn000010ef7BIAQ,D.J McConnell Co,22102
001Pn000010ef7CIAQ,Resonate Church,21513
001Pn000010efAQIAY,Van Andel Institute,21971
001Pn000010efC2IAI,Charter Township of Washington,20502
001Pn000010efDjIAI,Carrier Air Engineering,19415
001Pn000010efFIIAY,Exotic Automation & Supply,20374
001Pn000010efGtIAI,Branch ISD,20966
001Pn000010efITIAY,TreeHouse Foods Inc,22093
001Pn000010efLhIAI,Michigan Automotive Compressor,22092
001Pn000010efNLIAY,Bay Area Complex,21821
001Pn000010efQaIAI,Family Promise Church,21666
001Pn000010efS9IAI,Stoneyridge Vineyards,22090
001Pn000010efX1IAI,Guardian Industries,21512
001Pn000010efYdIAI,Greater Michigan Distributor*,21526
001Pn000010efaDIAQ,Great Lakes Boat Building School,22083
001Pn000010efbpIAA,Livonia Athletic District,22082
001Pn000010efdSIAQ,"ECM Holding Group, Inc.",21899
001Pn000010efdTIAQ,Petco,21309
001Pn000010efgfIAA,"Thunder Bay Community Health Service, Inc.",22078
001Pn000010efiHIAQ,Ramada by Wyndham Alpena,22077
001Pn000010efjyIAA,Hackley Public Library,19620
001Pn000010efn7IAA,Dr. Donald Ohmart,22070
001Pn000010efn8IAA,Amplify GR,21710
001Pn000010efn9IAA,Gerber Company,21048
001Pn000010efqMIAQ,Kent ISD Lincoln,21438
001Pn000010efqSIAQ,City of South Haven,19446
001Pn000010efrzIAA,Kentwood Office Furniture,21905
001Pn000010efs2IAA,Global IFS,19626
001Pn000010eftaIAA,Great Lakes Plumbing & Heating,21742
001Pn000010efvCIAQ,Eaton Rapids Community Alliance,22020
001Pn000010efwnIAA,Hardwired Electric LLC,22065
001Pn000010efwpIAA,Vision Quest HQ Tommy's Express,21253
001Pn000010efyQIAQ,Southwestern Michigan College,22051
001Pn000010eg1eIAA,Michigan Air Products,22027
001Pn000010eg6YIAQ,Elkhart General Hospital,20895
001Pn000010eg86IAA,First Choice Heating LLC,21695
001Pn000010eg9kIAA,Herbology,20447
001Pn000010egBJIAY,Mary Free Bed Rehabilitation Hospital,22059
001Pn000010egCvIAI,Green Fiber,22058
001Pn000010egCyIAI,Jackson County Intermediate School District,20569
001Pn000010egEaIAI,Oscoda Area Schools,21114
001Pn000010egGAIAY,Village of Hesperia,21940
001Pn000010egGBIAY,"Neller & Wesley I, LLC c/o NAI Wisinski of West MI",20367
001Pn000010egHlIAI,Elmira-Warner Fire Department,22053
001Pn000010egHwIAI,Great Lakes Mechanical,19602
001Pn000010egJQIAY,CSI Support & Development Services,21966
001Pn000010egJRIAY,Battle Creek Public Schools,21566
001Pn000010egJSIAY,Raymond James,20365
001Pn000010egL0IAI,Ivanrest,20609
001Pn000010egL1IAI,Wilke Aparments,20509
001Pn000010egMcIAI,Verdier Eye Center,21824
001Pn000010egMeIAI,Bay Mills Boys and Girls Club,20991
001Pn000010egODIAY,Retail Contractors,22050
001Pn000010egPqIAI,RW Mead & Sons,21156
001Pn000010egT5IAI,"Centrie Concrete Cutting & Drilling, LLC*",21837
001Pn000010egT8IAI,Oakland University,20731
001Pn000010egTDIAY,Catholic Central HS,19419
