recordid,name,cwid
006Pn00000hzJPGIA2,Primera Plastics VFD Replacement 24-0813,6148
006Pn00000hzJPHIA2,24-0628 Henry Ford Macomb – South Tower AHU9 CHW Valve Material,6149
006Pn00000hzJPIIA2,Eaton Rapids 23-1319C CO1,6150
006Pn00000hzJPJIA2,Detroit Arsenal Bldg. 200B Robotics VAVs 24-0815,6151
006Pn00000hzJPKIA2,Elk Rapids 22-0240C CO3,6152
006Pn00000hzJPLIA2,Chiller 3 Integration 24-0591,6153
006Pn00000hzJPMIA2,Jeta Corp. TAB 24-0820T,6154
006Pn00000hzJPNIA2,23-0078T Wolverine Schools Reno CO,6155
006Pn00000hzJPOIA2,Romeo Schools Admin Building - 24-0887C,6156
006Pn00000hzJPPIA2,Tahquamenon Falls Campground Bldg 24-0076T,6157
006Pn00000hzJPQIA2,Motion Dynamics Corporation Digi Router Replacement,6158
006Pn00000hzJPRIA2,Lapeer County Torzewski Waterpark - Ctrl Wiring 24-0826,6159
006Pn00000hzJPSIA2,Sault Tribe Housing Duct Testing 24-0823T,6160
006Pn00000hzJPTIA2,Roskam AHU 5 Repairs 24-0827,6161
006Pn00000hzJPUIA2,Crossroads Mall Graphic Update 24-0828,6162
006Pn00000hzJPVIA2,Tower Pinkster Tab 24-0832,6163
006Pn00000hzJPWIA2,Alpena Housing Office Key Card 24-0830C,6164
006Pn00000hzJPXIA2,SMA upgrade 24-0833,6165
006Pn00000hzJPYIA2,Henry Ford Macomb Hospital - Chiller 1 ATS 24-0835,6166
006Pn00000hzJPZIA2,Alpena Housing West Vestibule Mini Split,6167
006Pn00000hzJPaIAM,Manistee Kennedy 23-1089C CO1,6168
006Pn00000hzJPbIAM,Carrier -Hastings School Community Pool Innovent Startup 24-0838,6169
006Pn00000hzJPcIAM,24-0852T - FSU GR Success Hub BP 02 Interior Fit Out,6171
006Pn00000hzJPdIAM,Elementary Radiant Valve Installation 24-0834,6172
006Pn00000hzJPeIAM,Hapman Building #1 Addition - 24-0850C,6173
006Pn00000hzJPfIAM,Toyota York Battery Lab - CTRL*******,6174
006Pn00000hzJPgIAM,University Prep Schools - UPrep S&M 24-0695,6175
006Pn00000hzJPhIAM,University Prep Schools - UPrep A&D 24-0696,6176
006Pn00000hzJPiIAM,Huntington Bank AHU Replacement 24-0842,6177
006Pn00000hzJPjIAM,Niles Charter Township Township Hall Reno - TAB 24-0854,6179
006Pn00000hzJPkIAM,Firestone Auto Care Ann Arbor - CTRL******,6180
006Pn00000hzJPlIAM,Northview PS UV Project 24-0811,6181
006Pn00000hzJPmIAM,Northview PS Science Wing Upgrades - CTRL Budget 24-0844,6182
006Pn00000hzJPnIAM,Wayland Union Schools Boiler Replacement Steeby Elementary - CTRL/TAB 24-0848,6183
006Pn00000hzJPoIAM,Paws With A Cause - CTRL/TAB Budget 24-0846,6184
006Pn00000hzJPpIAM,NMCMH Liebert Controller,6185
006Pn00000hzJPqIAM,Hammond Bay Admin Condenser Unit,6186
006Pn00000hzJPrIAM,JW Marriott Detroit - CTRL 24-0918,6187
006Pn00000hzJPsIAM,JW Marriott Tab 24-0853,6188
006Pn00000hzJPtIAM,Detroit Diesel AVI CO 2 24-0843,6189
006Pn00000hzJPuIAM,Load Shedding Schedules 24-0839,6190
006Pn00000hzJPvIAM,Whirlpool SJTC 2021 Renovation 2091C22     CO #14 AHU 34 Huidifier Control,6191
006Pn00000hzJPwIAM,Security job 24-0841,6192
006Pn00000hzJY3IAM,boiler control,2421
006Pn00000hzJY4IAM,Schoolcraft controls upgrades,2422
006Pn00000hzJY5IAM,EUPISD Learning Center,2423
006Pn00000hzJY6IAM,EUPISD TAB,2424
006Pn00000hzJY7IAM,2134T22 Medistar Behavioral Hosp TAB,2425
006Pn00000hzJY8IAM,2035T22 Rockwell Medical Cert 2022,2426
006Pn00000hzJY9IAM,Hale School Controls,2427
006Pn00000hzJYAIA2,Westwind TAB,2428
006Pn00000hzJYBIA2,Newkirk Elec Maint Bldg Controls,2429
006Pn00000hzJYCIA2,Newkirk Electric Maintenance Bldg - TAB 21-0397T,2430
006Pn00000hzJYDIA2,Amerihealth Southfield Albireo Sensor Install,2431
006Pn00000hzJYEIA2,Veris Combo sensors,2432
006Pn00000hzJYFIA2,1446C20 APS CO #14,2433
006Pn00000hzJYGIA2,Strategies Wealth Advisors Office,2434
006Pn00000hzJYHIA2,Romeo Schools BP 21 Controls Upgrades 22-0082C,2436
006Pn00000hzJYIIA2,Magna Expansion,2437
006Pn00000hzJYJIA2,Higher Ground,2438
006Pn00000hzJYKIA2,Montabella Locker Room - CTRL/TAB,2439
006Pn00000hzJYLIA2,Kelloggsville Elem_MS_ECLC - CTRL,2440
006Pn00000hzJYMIA2,Huron Valley Schools BP5 Bulletin 1 Lighting Control,2441
006Pn00000hzJYNIA2,service hours for Cal El and kettle Lake,2442
006Pn00000hzJYOIA2,LMCU Prairie Creek Underfloor System Upgrades,2443
006Pn00000hzJYPIA2,BCPS Marshal Elem Chiller Replacement,2444
006Pn00000hzJYQIA2,Commissioning,2445
006Pn00000hzJYRIA2,SMA renewals,2446
006Pn00000hzJYSIA2,Elk Rapids High School BP2,2447
006Pn00000hzJYTIA2,2137T22 SpartanNash Phase 3 TAB,2448
006Pn00000hzJYUIA2,2137T22 SpartanNash Phase 3 TAB CO1,2449
006Pn00000hzJYVIA2,Replace steafa controllers,2450
006Pn00000hzJYWIA2,2139CX22 Saugatuck PS MS-HS CX,2451
006Pn00000hzJYXIA2,Ax to N4 upgrade 22-0120,2452
006Pn00000hzJYYIA2,Sensor Calibrations,2453
006Pn00000hzJYZIA2,additional controls,2454
006Pn00000hzJYaIAM,McLaren Cheboygan,2455
006Pn00000hzJYbIAM,Pneumatic actuator replacements,2456
006Pn00000hzJYcIAM,Rochester Community Schools - Hugger Humidity & CO2 - CTRL,2457
006Pn00000hzJYdIAM,LTA AHU 1 and 2 additional controls,2458
006Pn00000hzJYeIAM,Elementary AHU-1,2459
006Pn00000hzJYfIAM,Disconnect and reconnect of controls 22-0132S,2460
006Pn00000hzJYgIAM,Rochester Admin Building BP12   22-0159C,2461
006Pn00000hzJYhIAM,LakeVille Schools MS Boiler Controls Upgrade,2462
006Pn00000hzJYiIAM,Montcalm County Road Commission Parking Garage - CTRL/TAB,2463
006Pn00000hzJYjIAM,Jenison Sandy Hill Elem - CTRL 22-0171C1,2464
006Pn00000hzJYkIAM,Ottawa Area Center & Sheldon Pines - TAB,2465
006Pn00000hzJYlIAM,Add access control to the church,2466
006Pn00000hzJYmIAM,CO2 - 1752C21,2467
006Pn00000hzJYnIAM,Kent ISD Lincoln BP2 - CTRL/TAB,2468
006Pn00000hzJYoIAM,Manton PS UV Project - CTRL/TAB 22-0114C,2469
006Pn00000hzJYpIAM,Avenue at Westshore Nursing Home - CTRL Wiring 22-0134C,2470
006Pn00000hzJYqIAM,Ingham ISD Talent Center & Hartwood - CTRL 22-0087C,2471
006Pn00000hzJYrIAM,Tree Fig,2473
006Pn00000hzJYsIAM,Lansing Delta WWTP - CTRL/TAB,2474
006Pn00000hzJYtIAM,EK Freshman Center Chilled Water Upgrade - TAB/CX,2475
006Pn00000hzJYuIAM,Learning Experience Daycare - TAB/CX,2476
006Pn00000hzJYvIAM,Seamans Mech | Sharp BMW 15C replacement,2477
006Pn00000hzJYwIAM,Domino's S.S.M. TAB,2478
006Pn00000hzJYxIAM,Alma College Learning Commons - CTRL,2479
006Pn00000hzJYyIAM,St. Johns Lutheran Church AHU Fresh Air,2481
006Pn00000hzJYzIAM,GRABB 2012 Renovations - TAB,2482
006Pn00000hzJZ0IAM,Kalamazoo Loy Norrix HS & Central HS Chiller - TAB,2483
006Pn00000hzJZ1IAM,1446C20 APS CO #12 Deduct,2484
006Pn00000hzJZ2IAM,America's Best Eyeglass Project - TAB,2485
006Pn00000hzJZ3IAM,Clio High School Renovation Area F - CTRLS,2486
006Pn00000hzJZ4IAM,2305 Park Avenue - CTRL/TAB 22-0185,2488
006Pn00000hzJZ5IAM,RCS - School Pool DU Integration,2489
006Pn00000hzJZ6IAM,2146C22 Jayde Farms Controls Addition,2490
006Pn00000hzJZ7IAM,Jackson Sharp Park Elem - TAB,2491
006Pn00000hzJZ8IAM,Avenue at Holland Nursing Home - 21-0947C,2492
006Pn00000hzJZ9IAM,New Buffalo Chiller Project - CTRL,2493
006Pn00000hzJZAIA2,Allegan County Mental Health - CTRL,2494
006Pn00000hzJZBIA2,2147T22 Northview Highlands MS TAB,2495
006Pn00000hzJZCIA2,2148T22 Northview Crossroads MS TAB,2496
006Pn00000hzJZDIA2,Intertek VOC Lab - TAB,2497
006Pn00000hzJZEIA2,Cornerstone Church Tech Suite Addition,2498
006Pn00000hzJZFIA2,Northview Public Schools SSA,2499
006Pn00000hzJZGIA2,Northview Public Schools SSA,2500
006Pn00000hzJZHIA2,Hale School TAB,2501
006Pn00000hzJZIIA2,Trane Integration,2502
006Pn00000hzJZJIA2,MCC Greenville Welding Lab - TAB,2503
006Pn00000hzJZKIA2,Muskegon Airport Budget - CTRL,2504
006Pn00000hzJZLIA2,J Rettenmaier Facility - CTRL/TAB,2505
006Pn00000hzJZMIA2,Lewiston School,2507
006Pn00000hzJZNIA2,Johannesburg School,2508
006Pn00000hzJZOIA2,Comstock MS Renovations - CTRL,2509
006Pn00000hzJZPIA2,Shelby Elem School BP - TAB 22-0199T,2510
006Pn00000hzJZQIA2,Comstock HS Stadium - CTRL/TAB 22-0189,2511
006Pn00000hzJZRIA2,GR- Kent County New Fleet Facility - TAB,2514
006Pn00000hzJZSIA2,Manton HS Boiler Upgrade - CTRL,2515
006Pn00000hzJZTIA2,Lume Strugis - TAB,2516
006Pn00000hzJZUIA2,Grace Church Boiler controls,2517
006Pn00000hzJZVIA2,Ravenna HS Renovations - TAB,2518
006Pn00000hzJZWIA2,Odawa Hotel Addition - Cx,2520
006Pn00000hzJZXIA2,Additional Valves and actuators,2521
006Pn00000hzJZYIA2,1791C21 - CO1,2522
006Pn00000hzJZZIA2,1748T21 - CO2,2523
006Pn00000hzJZaIAM,1823T21 - CO1,2524
006Pn00000hzJZbIAM,1791C21 - CO2,2525
006Pn00000hzJZcIAM,939C19 - CO15,2526
006Pn00000hzKifIAE,Alpena CRTC Boiler Combustion & CSD-1 2026,8716
006Pn00000hzKigIAE,Caledonia Community Schools BP1 Duncan Lake MS Cafeteria - Ctrls/TAB,8717
006Pn00000hzKihIAE,Mio Schools 300 Wing Controller Replacement,8718
006Pn00000hzKiiIAE,Eastpointe HS & Bellwiew Elem BP11 - CTRL,8719
006Pn00000hzKijIAE,Chelsea School District BR 9 North Creek & Athletic Fields - Ctrl,8720
006Pn00000hzKikIAE,25-1491 Center Line Peck Elementary BMS upgrade,8721
006Pn00000hzKilIAE,25-1338 Integrate three (3) new packaged control VUVs at Westwood Robichaud High School into the exi,8722
006Pn00000hzKimIAE,Delta College M-Wing TAB 25-1496T,8723
006Pn00000hzKinIAE,Immanuel Lutheran School Oxbow Remod TAB 25-1062T,8724
006Pn00000hzKioIAE,RTU-1 Relief Air Damper 25-1154C,8725
006Pn00000hzKipIAE,Aquinas College- AMC Controller Replacement 25-1483,8726
006Pn00000hzKiqIAE,City of Wyoming WTP Carbon Building - 25-0141C,8727
006Pn00000hzKirIAE,Roskam RTU DHE 25-1501,8728
006Pn00000hzKisIAE,Rochester Community Schools Reuther VAN Hoosen Tempering Coils - Ctrl,8729
006Pn00000hzKitIAE,St Johns Door Access 25-1503,8730
006Pn00000hzKiuIAE,Sault Tribe Duplex Duct Pressure Test Hessel 25-1504T,8731
006Pn00000hzKivIAE,*Hart Public Schools BP01 DW ECC MS and HS Reno - TAB/CX,8732
006Pn00000hzKiwIAE,GRCC Ford Rec Center - TAB,8733
006Pn00000hzKixIAE,Prein & Newhof Office Addition & Renovations - TAB,8734
006Pn00000hzKiyIAE,Whirlpool Joliet RTU 2 25-1506,8735
006Pn00000hzKizIAE,University of Detroit Sports Medicine Addition - Ctrl,8736
006Pn00000hzKj0IAE,**Southfield PS 2022 Bond - CTRL,8737
006Pn00000hzKj1IAE,Fishbeck Office Portage - TAB 25-1508,8738
006Pn00000hzKj2IAE,White Pigeon Community Schools BP2 Cedntral ES and JR SR HS - TAB,8739
006Pn00000hzKj3IAE,City of Benton Harbor BOBO Community Center and Armory Phase 2 - TAB 25-1519,8740
006Pn00000hzKj4IAE,Kalamazoo Recovery Multi-Family Housing Development BP1 - TAB 25-1517,8741
006Pn00000hzKj5IAE,*Ottawa Area ISD Learning and Leading Commons - TAB/CX,8742
006Pn00000hzKj6IAE,Southfield Public Schools - BP#52 - CTRL,8743
006Pn00000hzKj7IAE,Romeo 25-0071C CO1,8744
006Pn00000hzKj8IAE,Wyoming 25-1098CX CO1,8745
006Pn00000hzKj9IAE,Lansing BWL Ottawa St Steam Conversion - TAB 25-1507,8746
006Pn00000hzKjAIAU,Williamston Community Schools Explorer Elementary Addition - TAB 25-1513,8747
006Pn00000hzKjBIAU,Wyoming Clean Water Actuator 25-1515,8748
006Pn00000hzKjCIAU,Napoleon CS SMA 25-1516,8749
006Pn00000hzKjDIAU,Wayland Admin Lighting 25-1518,8750
006Pn00000hzKjEIAU,Pentwater Public Schools Renovations & Improvements - Ctrl/TAB,8751
006Pn00000hzKjFIAU,Columbia RTU Deficiency List 25-1521,8752
006Pn00000hzLOaIAM,Cytiva B31 23-0948T CO1,6428
006Pn00000hzLObIAM,Cytiva BP01A 23-0112T CO1,6429
006Pn00000hzLOcIAM,Eaton Rapids 23-1319C CO2,6430
006Pn00000hzLOdIAM,Sartorius 22-0705C CO16,6431
006Pn00000hzLOeIAM,Muskegon Museum 22-0754C CO2,6432
006Pn00000hzLOfIAM,NWCS 24-0374T CO1,6433
006Pn00000hzLOgIAM,NWCS 24-0122T CO1,6434
006Pn00000hzLOhIAM,23-1364C - Pied Piper Int Reno CO #1,6436
006Pn00000hzLOiIAM,Cytiva 23-0112C CO3,6438
006Pn00000hzLOjIAM,Move SET license 24-1057,6439
006Pn00000hzLOkIAM,HFMH VAV controls CO 1 additional install hours 24-0958,6440
006Pn00000hzLOlIAM,Corewell Endoscopy ASC Patterson - 24-1069T,6441
006Pn00000hzLOmIAM,Ren Tech Bldg 3490 AC Condenser Move,6442
006Pn00000hzLOnIAM,Boiler controls 24-1068,6443
006Pn00000hzLOoIAM,Emergency Veterinary Care Centers Kalamazoo - Wiring/TAB,6444
006Pn00000hzLOpIAM,GRCC Ford Rec Center Renovations - TAB 24-1090,6445
006Pn00000hzLOqIAM,Third Reformed Church Holland - TAB 24-1110,6446
006Pn00000hzLOrIAM,Qahwah House Coffee - Wiring/TAB,6447
006Pn00000hzLOsIAM,Helen Newberry Joy Hospital Pharmacy Controls 24-1074C,6448
006Pn00000hzLOtIAM,Armada Middle School Generator - CTRL,6449
006Pn00000hzLOuIAM,American Axle Chiller Replacement - CTRL/TAB,6450
006Pn00000hzLOvIAM,Napoleon Community Schools HS Addition Series 1 BP2 - 24-1100C,6451
006Pn00000hzLOwIAM,Alpena County Plaza Pool Boiler,6452
006Pn00000hzLOxIAM,SGIC Renovation - CTRL 24-1086C,6453
006Pn00000hzLOyIAM,Escanaba Public Safety AHU Controller 24-1079C,6454
006Pn00000hzLOzIAM,Curiosity First Daycare - Wiring/TAB 24-1091,6455
006Pn00000hzLP0IAM,Greenville Armory - TAB 24-1093,6456
006Pn00000hzLP1IAM,Watermark Country Club - Sprinkler Pumps - CTRL 24-1095,6457
006Pn00000hzLP2IAM,Novi Ice Arena - CTRL 24-1099,6459
006Pn00000hzLP3IAM,Frederik Meijer Gardens Ballroom - 24-1113C,6460
006Pn00000hzLP4IAM,Tekton SMA 24-1080,6461
006Pn00000hzLP5IAM,23-1209C - Mackinac Straits Medical Office JACE Relocation,6462
006Pn00000hzLP6IAM,NCCMH Kalkaska Clinic,6463
006Pn00000hzLP7IAM,301 Market Ave Parking Ramp - CTRL/TAB,6464
006Pn00000hzLP8IAM,UofM Health West B-Building - TAB 24-1106,6465
006Pn00000hzLP9IAM,Oakview Medical Care Facility Ludington - TAB 24-1108,6466
006Pn00000hzLPAIA2,Medbio (TAB),6467
006Pn00000hzLPBIA2,MTM Womans Building 24-1092,6468
006Pn00000hzLPCIA2,Mar Lee School District Bond Addition and Reno - CTRL/TAB 24-1120,6469
006Pn00000hzLPDIA2,Boys & Girls Club of Greater Kalamazoo New Facility - 24-1177C,6470
006Pn00000hzLPEIA2,Rockford North MS 22-1131T CO1,6471
006Pn00000hzLPFIA2,Yale 23-1258C CO4,6472
006Pn00000hzLPGIA2,Rochester 23-1232C CO2,6473
006Pn00000hzLPHIA2,Rochester 24-0013C CO1,6474
006Pn00000hzLPIIA2,Camping World 21-0452C CO1,6475
006Pn00000hzLPJIA2,Sound Off Signal Building Baseline Testing - TAB 24-1096,6476
006Pn00000hzLPKIA2,MMMC Urgent Care AHU Replacements,6477
006Pn00000hzLPLIA2,DP FOX 200 Ottawa - 24-1098T,6478
006Pn00000hzLPMIA2,Ren-Tech Bldg 4040 RTU Replacement,6479
006Pn00000hzLPNIA2,Pied Piper Spare Pump,6480
006Pn00000hzLPOIA2,Flushing ECC VUV controls 24-1083,6481
006Pn00000hzLPPIA2,Madsion Schools Multizone RTU-1 controls 24-1103,6482
006Pn00000hzLPQIA2,Mclaren OR VAV controls 24-1104,6483
006Pn00000hzLPRIA2,NMCMH Furnace 11 Controller,6484
006Pn00000hzLPSIA2,Stoops Grayling Controls 24-1089C,6485
006Pn00000hzLPTIA2,ACC - BTC102 UV Controls,6486
006Pn00000hzLPUIA2,23-1430C - Rapid River Schools Bulletin #1,6487
006Pn00000hzLPVIA2,Ford AMC change order to install humidistats 23-1114 (job number 24-0638C),6488
006Pn00000hzLPWIA2,Change order for two VAVs at Diesel M11 oil storage 24-1115 (job number 24-0616C),6489
006Pn00000hzLPXIA2,Roskam S1 Boiler Room Fan Controls 24-1116,6490
006Pn00000hzLPYIA2,EMC - VCA Grand Rapids 24-1117,6491
006Pn00000hzLPZIA2,EMC-VCA White lake 24-1101,6492
006Pn00000hzLPaIAM,EMC-VCA Portage 24-1118,6493
006Pn00000hzLPbIAM,Manistee Kennedy 23-1089C CO2,6494
006Pn00000hzLPcIAM,PAHU-1 Vale and actuator replacement 24-1121,6495
006Pn00000hzLPdIAM,Whirlpool SJTC  2091C22  CO#15,6496
006Pn00000hzLPeIAM,CO - Wire Cut T&M,6497
006Pn00000hzLPfIAM,Brembo Building Audit - TAB,6498
006Pn00000hzLPgIAM,Mitchell State Park 22-0798C CO2,6499
006Pn00000hzLPhIAM,Friendship Village Courtyard Expansion - 24-1128T,6500
006Pn00000hzLPiIAM,Project Elevate Concourse A Expansion - TAB 24-1129,6501
006Pn00000hzLPjIAM,Detroit Diesel Admin North Mechanical Room - CTRL 24-1131,6502
006Pn00000hzLPkIAM,Spring Arbor University Whiteman Gibbs Science Center - 24-1130C,6503
006Pn00000hzLPlIAM,St. Paul SMA 2024,6504
006Pn00000hzLPmIAM,APS - AHS Agriscience & Finishing Room Controls,6505
006Pn00000hzLPnIAM,DHD #2 Mio Office Key Card 24-0845s,6506
006Pn00000hzLPoIAM,City of Wyoming CWP Men's Locker Room - TAB,6507
006Pn00000hzLPpIAM,Centreville Supervisor 24-1132,6508
006Pn00000hzLPqIAM,23-0251C - Chippewa County EDC Bulletin #1 CO,6509
006Pn00000hzLPrIAM,Grand Traverse Band Of Ottawa & Chippewa Indians New Water Well - CTRLwiring/TAB 24-1133,6510
006Pn00000hzLPsIAM,Eaton Rapids 23-1319C CO3,6511
006Pn00000hzLPtIAM,Mattawan HS 23-0957T CO1,6512
006Pn00000hzLPuIAM,City of Grand Haven Public Safety - 24-1175C,6513
006Pn00000hzLPvIAM,Mount Morris BP9 23-1517C CO1,6514
006Pn00000hzLPwIAM,Hapman Buildin #1 Addition 24-0850T,6515
006Pn00000hzLPxIAM,Chippewa Hills Schools ESPC - TAB - 24-1137T,6516
006Pn00000hzLPyIAM,LG ESMI Waste Storage & Haz Mat Warehouse - CTRL/TAB 24-1166,6517
006Pn00000hzLPzIAM,John Ball Zoo Otter Exhibit - TAB 24-1134,6518
006Pn00000hzLQ0IAM,West Shore Community College Recreation Center Reno - 24-1187C,6519
006Pn00000hzLQ1IAM,23-0724C Bay Mills Hotel RTU Integration CO,6520
006Pn00000hzLQ2IAM,7th Reform Church SMA 24-1136,6521
006Pn00000hzLQ3IAM,Mackinaw City Public Schools Classroom & Gymnasium - Ctrl 24-1160,6522
006Pn00000hzLQ4IAM,West Branch Commons 24-1135C,6523
006Pn00000hzLQ5IAM,St. Paul AC Multipurpose Room,6524
006Pn00000hzLQ6IAM,Spare parts 24-1142,6525
006Pn00000hzLQ7IAM,Ammex Duty Free Detroit - Ctrls 24-1171,6526
006Pn00000hzLQ8IAM,Ammonia sensor with horn and strobes 24-1122,6527
006Pn00000hzLTOIA2,KISD KCTC 3-way Valve Actuator Replacement,1122
006Pn00000hzLTPIA2,Climbing Gym T.C.,1123
006Pn00000hzLTQIA2,GT Metro Fire Dept Controls,1125
006Pn00000hzLTRIA2,MHC radiant Fintube valves,1126
006Pn00000hzLTSIA2,Pied Piper UV Controls Work,1127
006Pn00000hzLTTIA2,Rudyard Health Office Intercom,1128
006Pn00000hzLTUIA2,Cleanroom Monitoring  - Watson location,1129
006Pn00000hzLTVIA2,Starbucks G.T. Mall,1130
006Pn00000hzLTWIA2,Med Bio Room recertification,1131
006Pn00000hzLTXIA2,Four Winds Casino New Buffalo Non-Smoking Gaming HVAC Upgrades,1132
006Pn00000hzLTYIA2,GT Metro Fire Dept TAB,1133
006Pn00000hzLTZIA2,Benzie Shores District Library TAB,1134
006Pn00000hzLTaIAM,CBRE Whirlpool Clyde OH Mechanical Diagnostics,1135
006Pn00000hzLTbIAM,Racquet Up Detroit,1136
006Pn00000hzLTcIAM,II Stanley Hardcoat Line 2020,1137
006Pn00000hzLTdIAM,2020 Exhaust Rebalance Peplinski Group,1138
006Pn00000hzLTeIAM,Island Resort & Casino Remodel,1139
006Pn00000hzLTfIAM,Meijer Fill Belleville Emerson to Niagara Upgrade,1140
006Pn00000hzLTgIAM,Office Bldg TAB in TC,1141
006Pn00000hzLThIAM,CBRE Whirlpool GHQ Air Ionizers,1142
006Pn00000hzLTiIAM,Troost Service Creekside 2 Jace Separation,1143
006Pn00000hzLTjIAM,Smart Vision,1144
006Pn00000hzLTkIAM,River City Mechanical Shack Pressure Sensor Installation,1145
006Pn00000hzLTlIAM,Calhoun County Building - TAB,1146
006Pn00000hzLTmIAM,Oakridge PS Lower Elem & MS-TAB,1147
006Pn00000hzLTnIAM,Hospice of SW MI-TAB,1148
006Pn00000hzLToIAM,Civic 1 Theatre-TAB,1149
006Pn00000hzLTpIAM,1198C19 CO001,1150
006Pn00000hzLTqIAM,939c19 Change Order 008,1151
006Pn00000hzLTrIAM,1329c20 Change Order 1,1152
006Pn00000hzLTsIAM,1328c20 Change Order 3,1153
006Pn00000hzLTtIAM,1314c20 CO1,1154
006Pn00000hzLTuIAM,1312c20 CO2,1155
006Pn00000hzLTvIAM,1312c20 CO3,1156
006Pn00000hzLTwIAM,1312c20 CO4,1157
006Pn00000hzLTxIAM,1313c20 CO1,1158
006Pn00000hzLTyIAM,918c19 CO20,1159
006Pn00000hzLTzIAM,918c19 CO21,1160
006Pn00000hzLU0IAM,918c19 CO22,1161
006Pn00000hzLU1IAM,918c19 CO23,1162
006Pn00000hzLU2IAM,1156c19 CO3,1163
006Pn00000hzLU3IAM,FMG Bissell Corridor - Controls,1164
006Pn00000hzLU4IAM,Ludington HS Office Controller Replacement,1165
006Pn00000hzLU5IAM,Surge Protection,1166
006Pn00000hzLU6IAM,1325c20 Change Order 2,1167
006Pn00000hzLU7IAM,Oakridge PS Lower Elementary-TAB,1168
006Pn00000hzLU8IAM,Rair Big Rapids,1169
006Pn00000hzLU9IAM,Industrial Bldg for Chippewa Tribe,1170
006Pn00000hzLUAIA2,Harrison School - Larson Elementary,1171
006Pn00000hzLUBIA2,Montabella High School RTU 1 Controller Replacement,1172
006Pn00000hzLUCIA2,Lammers Alro Steel York PA,1173
006Pn00000hzLUDIA2,Chelsea Schools High School & Transportation Addition,1174
006Pn00000hzLUEIA2,Onsted  1366C20 Bulletin 6 CO 1,1175
006Pn00000hzLUFIA2,Brighton Fire  126C20 RTU Change Order,1176
006Pn00000hzLUGIA2,City of Dearborn Powerhouse BP #2,1177
006Pn00000hzLUHIA2,Dunhams HQ Renovation,1178
006Pn00000hzLUIIA2,St. David Episcopal Church,1179
006Pn00000hzLUJIA2,Shango Premium Hazel Park,1180
006Pn00000hzLUKIA2,Machine wiring,1181
006Pn00000hzLULIA2,Northview Public Schools 2020 Service Support Agreement,1182
006Pn00000hzLUMIA2,Litehouse Hurricane UT,1183
006Pn00000hzLUNIA2,Stairwell CUH,1184
006Pn00000hzLUOIA2,Service work to be completed,1185
006Pn00000hzLUPIA2,Beaumont Wayne Breast Care Center,1186
006Pn00000hzLUQIA2,SMA renewal,1187
006Pn00000hzLURIA2,Saginaw Millet Learning Center Phase 2,1188
006Pn00000hzLUSIA2,Northview Public Schools 2020 Service Support Agreement,1189
006Pn00000hzLUTIA2,Integration of Trane Tracer system - East End,1191
006Pn00000hzLUUIA2,Apple Provision,1193
006Pn00000hzLUVIA2,Kentwood Administration Collaboration Center,1194
006Pn00000hzLUWIA2,Sterling Heights Senior Center HVAC Units Replacement,1195
006Pn00000hzLUXIA2,Calhoun County Bldg - 1493T20,1196
006Pn00000hzLUYIA2,WACO Phase 2 - TAB,1197
006Pn00000hzLUZIA2,Waco Phase 2 - Controls,1198
006Pn00000hzLUaIAM,Lansing Everett BP2 - CO3,1199
006Pn00000hzLUbIAM,Lansing Everett HS BP2 CX - CO2,1200
006Pn00000hzLUcIAM,Fetzer Institute - TAB,1201
006Pn00000hzLUdIAM,Junior Achievement - TAB,1202
006Pn00000hzLUeIAM,Junior Achievement - Controls,1203
006Pn00000hzLUfIAM,Detroit Customs Cargo Facility,1204
006Pn00000hzLUgIAM,Hantz Southfield Boilers CT Upgrade,1205
006Pn00000hzLUhIAM,Heat pump 160,1207
006Pn00000hzLUiIAM,SMA Renewal,1208
006Pn00000hzLUjIAM,"Whirlpool CBRE Edgewater Tech RTU 8, 11, 15 Replacements",1209
006Pn00000hzLUkIAM,Ada Valley Meats,1210
006Pn00000hzLUlIAM,Library JACE SMA,1211
006Pn00000hzLUmIAM,Chelsea Bldg 500 Boiler Control,1212
006Pn00000hzLUnIAM,LMCU 6307 84th St Building Integration,1213
006Pn00000hzLUoIAM,Change Order - 1393C20 Alcona Schools Mechanical Repairs,1214
006Pn00000hzLUpIAM,"ACC- AHU 1,2 &4 Controller Replacement",1215
006Pn00000hzLUqIAM,Rudyard Ionization Units,1216
006Pn00000hzLUrIAM,Change Order - 1393C20 Alcona Schools Remaining Ionization Units,1217
006Pn00000hzLUsIAM,Reheat control,1218
006Pn00000hzLUtIAM,New service work,1219
006Pn00000hzLUuIAM,MHC dining hall mini split integration,1221
006Pn00000hzLUvIAM,Kinross Vet Center Generator,1222
006Pn00000hzLUwIAM,New Buffalo Public Safety - Controls,1223
006Pn00000hzLUxIAM,New Buffalo Public Safety - TAB,1224
006Pn00000hzLUyIAM,Rair Lowell,1225
006Pn00000hzMZ8IAM,Tree House 25-0512C CO2,8512
006Pn00000hzMZ9IAM,Glik's Carrier VFD Replacement,8513
006Pn00000hzMZAIA2,Rockford Public Schools BP 24 HS Boiler Replacement - TAB 25-1333,8514
006Pn00000hzMZBIA2,25-1288 RCS High School Courtyard New Sump Pumps Alarm pickup.,8515
006Pn00000hzMZCIA2,SRSD Pierce Middle School labor only,8516
